Unnamee: 0,lnd,lnT,lnR,L,dq,conv_vel,h1,he3,he4,c12,n14,o16,ne20,mg24
421,-6.0439614968559496e+00,1.4689274587222787e+01,2.6326931190469626e+01,7.7441670571598129e+37,5.6467398215432078e-05,0.0000000000000000e+00,6.9999999999999840e-01,2.9797635252943294e-05,2.7997020236474861e-01,3.4416073257059696e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
422,-6.0110339269204926e+00,1.4700112699482046e+01,2.6324092343667286e+01,7.7441500943425118e+37,2.9233079590185147e-05,0.0000000000000000e+00,6.9999999999999813e-01,2.9797635253171602e-05,2.7997020236474861e-01,3.4416073257059691e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
423,-5.9892827375039043e+00,1.4707308865035793e+01,2.6322661140946257e+01,7.7441412188712117e+37,2.9233079590185147e-05,0.0000000000000000e+00,6.9999999999999795e-01,2.9797635253338349e-05,2.7997020236474861e-01,3.4416073257059696e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
424,-5.9569432568749762e+00,1.4718064417020628e+01,2.6321254759060024e+01,7.7441322805525674e+37,6.0533774299000491e-05,0.0000000000000000e+00,6.9999999999999760e-01,2.9797635253612329e-05,2.7997020236474856e-01,3.4416073257059678e-03,1.0081585205319665e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
425,-5.9140436970324099e+00,1.4732126466489871e+01,2.6318417197560259e+01,7.7441135698762950e+37,6.2672475745679925e-05,0.0000000000000000e+00,6.9999999999999724e-01,2.9797635254023386e-05,2.7997020236474861e-01,3.4416073257059696e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
426,-5.8820199542395883e+00,1.4742471820941076e+01,2.6315578684022447e+01,7.7440939300518323e+37,3.2442252220806420e-05,0.0000000000000000e+00,6.9999999999999680e-01,2.9797635254369406e-05,2.7997020236474861e-01,3.4416073257059678e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
427,-5.8608338301657632e+00,1.4749342683808803e+01,2.6314146494564103e+01,7.7440836627860711e+37,3.2442252220806420e-05,0.0000000000000000e+00,6.9999999999999662e-01,2.9797635254621122e-05,2.7997020236474874e-01,3.4416073257059704e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
428,-5.8397266420630007e+00,1.4756163557195809e+01,2.6312738341759254e+01,7.7440733250909623e+37,3.3586162601957849e-05,0.0000000000000000e+00,6.9999999999999618e-01,2.9797635254890234e-05,2.7997020236474874e-01,3.4416073257059691e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
429,-5.8186945071408473e+00,1.4762931055272106e+01,2.6311304888395152e+01,7.7440625479320495e+37,3.3586162601957849e-05,0.0000000000000000e+00,6.9999999999999591e-01,2.9797635255177770e-05,2.7997020236474883e-01,3.4416073257059704e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
430,-5.7873649964495861e+00,1.4773049935195372e+01,2.6309895270077654e+01,7.7440516976593105e+37,6.9538647288117196e-05,0.0000000000000000e+00,6.9999999999999538e-01,2.9797635255647954e-05,2.7997020236474878e-01,3.4416073257059713e-03,1.0081585205319674e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
431,-5.7457119093776158e+00,1.4786288460611638e+01,2.6307048628013665e+01,7.7440290089604131e+37,7.1986100330179212e-05,0.0000000000000000e+00,6.9999999999999467e-01,2.9797635256348442e-05,2.7997020236474883e-01,3.4416073257059709e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
432,-5.7043055054284907e+00,1.4799338373501631e+01,2.6304197759694565e+01,7.7440052143388005e+37,7.4517273527919707e-05,0.0000000000000000e+00,6.9999999999999404e-01,2.9797635257145209e-05,2.7997020236474883e-01,3.4416073257059691e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
433,-5.6733222050083851e+00,1.4808951663710883e+01,2.6301342008153771e+01,7.7439802765077834e+37,3.8567457735863271e-05,0.0000000000000000e+00,6.9999999999999324e-01,2.9797635257810757e-05,2.7997020236474869e-01,3.4416073257059682e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
434,-5.6527883077478104e+00,1.4815342371170960e+01,2.6299899794966661e+01,7.7439672543804753e+37,3.8567457735863271e-05,0.0000000000000000e+00,6.9999999999999289e-01,2.9797635258292206e-05,2.7997020236474878e-01,3.4416073257059700e-03,1.0081585205319674e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
435,-5.6221612820364237e+00,1.4824906681899068e+01,2.6298480817123839e+01,7.7439541516572054e+37,7.9842104339422981e-05,0.0000000000000000e+00,6.9999999999999218e-01,2.9797635259075981e-05,2.7997020236474869e-01,3.4416073257059682e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
436,-5.5813886326946828e+00,1.4837442297779701e+01,2.6295613493632443e+01,7.7439267749005109e+37,8.2641948497749506e-05,0.0000000000000000e+00,6.9999999999999102e-01,2.9797635260237637e-05,2.7997020236474861e-01,3.4416073257059665e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
437,-5.5408060865904600e+00,1.4849824497511603e+01,2.6292739551472430e+01,7.7438981065593353e+37,8.5537345765639667e-05,0.0000000000000000e+00,6.9999999999998960e-01,2.9797635261551205e-05,2.7997020236474874e-01,3.4416073257059696e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
438,-5.5104119827404023e+00,1.4858965096420362e+01,2.6289858456771448e+01,7.7438680997348088e+37,4.4265789824684711e-05,0.0000000000000000e+00,6.9999999999998836e-01,2.9797635262643268e-05,2.7997020236474878e-01,3.4416073257059678e-03,1.0081585205319674e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
439,-5.4902520386237849e+00,1.4865048799712945e+01,2.6288402675195698e+01,7.7438524479726957e+37,4.4265789824684711e-05,0.0000000000000000e+00,6.9999999999998774e-01,2.9797635263430519e-05,2.7997020236474874e-01,3.4416073257059673e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
440,-5.4601664554257984e+00,1.4874164588679137e+01,2.6286969752704911e+01,7.7438367118069999e+37,9.1628119355555579e-05,0.0000000000000000e+00,6.9999999999998649e-01,2.9797635264707986e-05,2.7997020236474878e-01,3.4416073257059687e-03,1.0081585205319674e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
441,-5.4200960011760797e+00,1.4886139302028594e+01,2.6284072830310720e+01,7.7438038765141268e+37,9.4830386727655184e-05,0.0000000000000000e+00,6.9999999999998472e-01,2.9797635266593353e-05,2.7997020236474869e-01,3.4416073257059673e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
442,-5.3801742614747452e+00,1.4897994201898234e+01,2.6281167247762993e+01,7.7437695412421101e+37,9.8142048381112232e-05,0.0000000000000000e+00,6.9999999999998250e-01,2.9797635268715424e-05,2.7997020236474874e-01,3.4416073257059682e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
443,-5.3403996697060582e+00,1.4909736404239904e+01,2.6278252542850335e+01,7.7437336362195932e+37,1.0156702132435098e-04,0.0000000000000000e+00,6.9999999999998001e-01,2.9797635271101619e-05,2.7997020236474878e-01,3.4416073257059682e-03,1.0081585205319674e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
444,-5.3007629733652406e+00,1.4921372535154711e+01,2.6275328241882447e+01,7.7436961190726973e+37,1.0510932513773476e-04,0.0000000000000000e+00,6.9999999999997752e-01,2.9797635273782123e-05,2.7997020236474869e-01,3.4416073257059638e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
445,-5.2612553605416652e+00,1.4932908777988949e+01,2.6272393883417088e+01,7.7436569135324466e+37,1.0877293790693007e-04,0.0000000000000000e+00,6.9999999999997442e-01,2.9797635276790707e-05,2.7997020236474874e-01,3.4416073257059651e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
446,-5.2218705068192052e+00,1.4944350861824442e+01,2.6269449022431321e+01,7.7436159674398918e+37,1.1256145931279712e-04,0.0000000000000000e+00,6.9999999999997095e-01,2.9797635280164627e-05,2.7997020236474874e-01,3.4416073257059678e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
447,-5.1825978147770204e+00,1.4955704043389969e+01,2.6266493236709718e+01,7.7435731909115936e+37,1.1647789868927207e-04,0.0000000000000000e+00,6.9999999999996731e-01,2.9797635283945083e-05,2.7997020236474874e-01,3.4416073257059629e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
448,-5.1434330796981564e+00,1.4966973082575742e+01,2.6263526156843521e+01,7.7435285177547141e+37,1.2052475667341344e-04,0.0000000000000000e+00,6.9999999999996305e-01,2.9797635288177986e-05,2.7997020236474874e-01,3.4416073257059629e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
449,-5.1043755192572959e+00,1.4978162256610312e+01,2.6260547460310070e+01,7.7434818638180340e+37,1.2470491746548004e-04,0.0000000000000000e+00,6.9999999999995843e-01,2.9797635292913714e-05,2.7997020236474861e-01,3.4416073257059638e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
450,-5.0654164496918276e+00,1.4989275438916709e+01,2.6257556850617871e+01,7.7434331692205704e+37,1.2902071611541223e-04,0.0000000000000000e+00,6.9999999999995310e-01,2.9797635298208131e-05,2.7997020236474861e-01,3.4416073257059620e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
451,-5.0265564964552345e+00,1.5000316088705525e+01,2.6254554093440476e+01,7.7433823377939789e+37,1.3347313121652917e-04,0.0000000000000000e+00,6.9999999999994706e-01,2.9797635304122888e-05,2.7997020236474878e-01,3.4416073257059638e-03,1.0081585205319674e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
452,-4.9877922920724140e+00,1.5011287158536990e+01,2.6251539017837024e+01,7.7433293089210444e+37,1.3806103621475691e-04,0.0000000000000000e+00,6.9999999999994066e-01,2.9797635310725706e-05,2.7997020236474861e-01,3.4416073257059642e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
453,-4.9491231257039407e+00,1.5022191168048301e+01,2.6248511569460784e+01,7.7432739767770923e+37,1.4278515206675135e-04,0.0000000000000000e+00,6.9999999999993320e-01,2.9797635318091192e-05,2.7997020236474869e-01,3.4416073257059611e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
454,-4.9105515133723587e+00,1.5033030502424669e+01,2.6245471753314015e+01,7.7432162617037780e+37,1.4765109532377609e-04,0.0000000000000000e+00,6.9999999999992486e-01,2.9797635326301556e-05,2.7997020236474861e-01,3.4416073257059629e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
455,-4.8720725795151391e+00,1.5043807648217009e+01,2.6242419517327943e+01,7.7431560711431153e+37,1.5266580408682632e-04,0.0000000000000000e+00,6.9999999999991580e-01,2.9797635335447449e-05,2.7997020236474861e-01,3.4416073257059629e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
456,-4.8336810572279702e+00,1.5054525280211836e+01,2.6239354754496866e+01,7.7430933159839323e+37,1.5783793619828038e-04,0.0000000000000000e+00,6.9999999999990558e-01,2.9797635345629096e-05,2.7997020236474861e-01,3.4416073257059616e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
457,-4.7953747367791059e+00,1.5065186163491524e+01,2.6236277279257973e+01,7.7430278905151945e+37,1.6317333104230025e-04,0.0000000000000000e+00,6.9999999999989412e-01,2.9797635356957027e-05,2.7997020236474878e-01,3.4416073257059607e-03,1.0081585205319674e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
458,-4.7571507961043746e+00,1.5075793130728245e+01,2.6233186883314569e+01,7.7429596867020080e+37,1.6868118543021230e-04,0.0000000000000000e+00,6.9999999999988169e-01,2.9797635369553425e-05,2.7997020236474874e-01,3.4416073257059633e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
459,-4.7190056038611514e+00,1.5086349106805188e+01,2.6230083280338796e+01,7.7428885989903255e+37,1.7436917034101179e-04,0.0000000000000000e+00,6.9999999999986766e-01,2.9797635383552925e-05,2.7997020236474869e-01,3.4416073257059589e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
460,-4.6809377654815840e+00,1.5096856965073286e+01,2.6226966146832588e+01,7.7428145032315001e+37,1.8024256817290160e-04,0.0000000000000000e+00,6.9999999999985202e-01,2.9797635399104272e-05,2.7997020236474861e-01,3.4416073257059576e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
461,-4.6429420535432539e+00,1.5107319515305923e+01,2.6223835163999149e+01,7.7427372853680127e+37,1.8630790980208528e-04,0.0000000000000000e+00,6.9999999999983470e-01,2.9797635416371313e-05,2.7997020236474869e-01,3.4416073257059576e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
462,-4.6050146574073007e+00,1.5117739665573104e+01,2.6220690010778606e+01,7.7426568249864837e+37,1.9257580369496157e-04,0.0000000000000000e+00,6.9999999999981561e-01,2.9797635435535054e-05,2.7997020236474874e-01,3.4416073257059585e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
463,-4.5671519564554792e+00,1.5128120344151669e+01,2.6217530296497848e+01,7.7425729810434731e+37,1.9905114426448005e-04,0.0000000000000000e+00,6.9999999999979456e-01,2.9797635456795159e-05,2.7997020236474861e-01,3.4416073257059589e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
464,-4.5293461578816431e+00,1.5138464362802725e+01,2.6214355662566863e+01,7.7424856157376007e+37,2.0573914119448475e-04,0.0000000000000000e+00,6.9999999999977084e-01,2.9797635480371971e-05,2.7997020236474861e-01,3.4416073257059611e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
465,-4.4915954829925270e+00,1.5148774570366647e+01,2.6211165791447865e+01,7.7423945917651630e+37,2.1265060797673220e-04,0.0000000000000000e+00,6.9999999999974482e-01,2.9797635506508486e-05,2.7997020236474852e-01,3.4416073257059554e-03,1.0081585205319663e-03,9.3604492797742029e-03,2.0994604783340893e-03,4.0903243956537549e-03
466,-4.4539040845351500e+00,1.5159053795096701e+01,2.6207960303708266e+01,7.7422997606882786e+37,2.1979022541621695e-04,0.0000000000000000e+00,6.9999999999971578e-01,2.9797635535472286e-05,2.7997020236474856e-01,3.4416073257059562e-03,1.0081585205319665e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
467,-4.4162618886660078e+00,1.5169304788362605e+01,2.6204738838330721e+01,7.7422009701107343e+37,2.2716546486617201e-04,0.0000000000000000e+00,6.9999999999968363e-01,2.9797635567558998e-05,2.7997020236474869e-01,3.4416073257059585e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
468,-4.3786745092935550e+00,1.5179530291727926e+01,2.6201501057788765e+01,7.7420980654478039e+37,2.3478380551317572e-04,0.0000000000000000e+00,6.9999999999964801e-01,2.9797635603093826e-05,2.7997020236474869e-01,3.4416073257059602e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
469,-4.3411359544280978e+00,1.5189733009844539e+01,2.6198246600742547e+01,7.7419908737936298e+37,2.4265194047699476e-04,0.0000000000000000e+00,6.9999999999960875e-01,2.9797635642435444e-05,2.7997020236474861e-01,3.4416073257059554e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
470,-4.3036420945247648e+00,1.5199915685960223e+01,2.6194975133098972e+01,7.7418792404932288e+37,2.5077968885876549e-04,0.0000000000000000e+00,6.9999999999956541e-01,2.9797635685980235e-05,2.7997020236474856e-01,3.4416073257059567e-03,1.0081585205319665e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
471,-4.2661921735808832e+00,1.5210081165776900e+01,2.6191686302710515e+01,7.7417629599424389e+37,2.5918024304347708e-04,0.0000000000000000e+00,6.9999999999951700e-01,2.9797635734165289e-05,2.7997020236474874e-01,3.4416073257059571e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
472,-4.2287820615061599e+00,1.5220232190916251e+01,2.6188379690665168e+01,7.7416418622582980e+37,2.6786057480122122e-04,0.0000000000000000e+00,6.9999999999946354e-01,2.9797635787473533e-05,2.7997020236474878e-01,3.4416073257059554e-03,1.0081585205319674e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
473,-4.1914112177821474e+00,1.5230371203958887e+01,2.6185054909324021e+01,7.7415157604548499e+37,2.7682850580140128e-04,0.0000000000000000e+00,6.9999999999940474e-01,2.9797635846436868e-05,2.7997020236474861e-01,3.4416073257059562e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
474,-4.1540776815384701e+00,1.5240500177938378e+01,2.6181711581103352e+01,7.7413844309670043e+37,2.8608139865782762e-04,0.0000000000000000e+00,6.9999999999933955e-01,2.9797635911640343e-05,2.7997020236474856e-01,3.4416073257059540e-03,1.0081585205319665e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
475,-4.1167830531182820e+00,1.5250620601388904e+01,2.6178349468453872e+01,7.7412477053443886e+37,2.9562363729919942e-04,0.0000000000000000e+00,6.9999999999926760e-01,2.9797635983726053e-05,2.7997020236474852e-01,3.4416073257059554e-03,1.0081585205319663e-03,9.3604492797742029e-03,2.0994604783340893e-03,4.0903243956537549e-03
476,-4.0795243842272030e+00,1.5260733667920883e+01,2.6174968370656066e+01,7.7411053506114608e+37,3.0546107235873343e-04,0.0000000000000000e+00,6.9999999999918793e-01,2.9797636063400174e-05,2.7997020236474856e-01,3.4416073257059580e-03,1.0081585205319665e-03,9.3604492797742047e-03,2.0994604783340897e-03,4.0903243956537558e-03
477,-4.0423018137044079e+00,1.5270840315410982e+01,2.6171568120680399e+01,7.7409571443785347e+37,3.1559919571369139e-04,0.0000000000000000e+00,6.9999999999909974e-01,2.9797636151438830e-05,2.7997020236474869e-01,3.4416073257059505e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
478,-4.0051151198398677e+00,1.5280941209554519e+01,2.6168148578377730e+01,7.7408028809856146e+37,3.2604231479444769e-04,0.0000000000000000e+00,6.9999999999900248e-01,2.9797636248693981e-05,2.7997020236474874e-01,3.4416073257059589e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
479,-3.9679600040560067e+00,1.5291036852782029e+01,2.6164709643423811e+01,7.7406422636118019e+37,3.3680139435726488e-04,0.0000000000000000e+00,6.9999999999889510e-01,2.9797636356103080e-05,2.7997020236474874e-01,3.4416073257059527e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
480,-3.9308436198913581e+00,1.5301127488481833e+01,2.6161251198757282e+01,7.7404750500614998e+37,3.4787537414261526e-04,0.0000000000000000e+00,6.9999999999877680e-01,2.9797636474692694e-05,2.7997020236474838e-01,3.4416073257059505e-03,1.0081585205319658e-03,9.3604492797741993e-03,2.0994604783340884e-03,4.0903243956537531e-03
481,-3.8937666333550794e+00,1.5311213097901488e+01,2.6157773196454408e+01,7.7403010333743145e+37,3.5927432418368465e-04,0.0000000000000000e+00,6.9999999999864570e-01,2.9797636605587562e-05,2.7997020236474874e-01,3.4416073257059602e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
482,-3.8567265717410501e+00,1.5321293597755447e+01,2.6154275563543447e+01,7.7401199444810586e+37,3.7100838441046590e-04,0.0000000000000000e+00,6.9999999999850119e-01,2.9797636750024473e-05,2.7997020236474874e-01,3.4416073257059527e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
483,-3.8197293320309121e+00,1.5331368839606440e+01,2.6150758215823484e+01,7.7399315410609137e+37,3.8308399944341434e-04,0.0000000000000000e+00,6.9999999999834177e-01,2.9797636909356718e-05,2.7997020236474861e-01,3.4416073257059527e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
484,-3.7827678890327502e+00,1.5341438640668991e+01,2.6147221065907850e+01,7.7397355454911993e+37,3.9550655925993885e-04,0.0000000000000000e+00,6.9999999999816608e-01,2.9797637085070206e-05,2.7997020236474883e-01,3.4416073257059518e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
485,-3.7458431704087415e+00,1.5351502906134237e+01,2.6143664078004285e+01,7.7395316625795009e+37,4.0828892466565083e-04,0.0000000000000000e+00,6.9999999999797246e-01,2.9797637278794471e-05,2.7997020236474861e-01,3.4416073257059549e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
486,-3.7089556332746322e+00,1.5361561640572443e+01,2.6140087173151766e+01,7.7393195563570467e+37,4.2143918749850008e-04,0.0000000000000000e+00,6.9999999999775885e-01,2.9797637492315036e-05,2.7997020236474861e-01,3.4416073257059545e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
487,-3.6721068960957454e+00,1.5371614959602371e+01,2.6136490276655104e+01,7.7390990187515731e+37,4.3497176584390473e-04,0.0000000000000000e+00,6.9999999999752375e-01,2.9797637727589547e-05,2.7997020236474852e-01,3.4416073257059514e-03,1.0081585205319663e-03,9.3604492797742029e-03,2.0994604783340893e-03,4.0903243956537549e-03
488,-3.6352948283358808e+00,1.5381663020935021e+01,2.6132873261665174e+01,7.7388696049501044e+37,4.4888908810304641e-04,0.0000000000000000e+00,6.9999999999726441e-01,2.9797637986763540e-05,2.7997020236474869e-01,3.4416073257059505e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
489,-3.5985212143714853e+00,1.5391705857866453e+01,2.6129236065846197e+01,7.7386309766093015e+37,4.6318970614802106e-04,0.0000000000000000e+00,6.9999999999697912e-01,2.9797638272181480e-05,2.7997020236474869e-01,3.4416073257059514e-03,1.0081585205319669e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
490,-3.5617844922711481e+00,1.5401743620863674e+01,2.6125578704156215e+01,7.7383828756245502e+37,4.7789595026462619e-04,0.0000000000000000e+00,6.9999999999666489e-01,2.9797638586410082e-05,2.7997020236474861e-01,3.4416073257059509e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
491,-3.5250813754781624e+00,1.5411776552962360e+01,2.6121901090599983e+01,7.7381248625841774e+37,4.9300425495937805e-04,0.0000000000000000e+00,6.9999999999631894e-01,2.9797638932264934e-05,2.7997020236474874e-01,3.4416073257059505e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
492,-3.4884209832443802e+00,1.5421804827236038e+01,2.6118203250722342e+01,7.7378566593371882e+37,5.0852221355762532e-04,0.0000000000000000e+00,6.9999999999593827e-01,2.9797639312812167e-05,2.7997020236474874e-01,3.4416073257059487e-03,1.0081585205319671e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
493,-3.4518017809342111e+00,1.5431828522676534e+01,2.6114485185857905e+01,7.7375779177630121e+37,5.2444197162730148e-04,0.0000000000000000e+00,6.9999999999551985e-01,2.9797639731402174e-05,2.7997020236474861e-01,3.4416073257059496e-03,1.0081585205319667e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
494,-3.4152314686214819e+00,1.5441847581726300e+01,2.6110747022890588e+01,7.7372882053012750e+37,5.4076587680919301e-04,0.0000000000000000e+00,6.9999999999505977e-01,2.9797640191683804e-05,2.7997020236474852e-01,3.4416073257059545e-03,1.0081585205319663e-03,9.3604492797742029e-03,2.0994604783340893e-03,4.0903243956537549e-03
495,-3.3787147776175365e+00,1.5451861885574698e+01,2.6106988898475389e+01,7.7369872403876494e+37,5.5749893895815061e-04,0.0000000000000000e+00,6.9999999999455368e-01,2.9797640697629628e-05,2.7997020236474861e-01,3.4416073257059474e-03,1.0081585205319669e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
496,-3.3422503250369151e+00,1.5461871242489242e+01,2.6103210948428614e+01,7.7366745632576359e+37,5.7464322824581746e-04,0.0000000000000000e+00,6.9999999999399760e-01,2.9797641253579048e-05,2.7997020236474869e-01,3.4416073257059456e-03,1.0081585205319676e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
497,-3.3058425323158853e+00,1.5471875369608185e+01,2.6099413348998603e+01,7.7363497785677628e+37,5.9220093186869755e-04,0.0000000000000000e+00,6.9999999999338688e-01,2.9797641864255197e-05,2.7997020236474874e-01,3.4416073257059500e-03,1.0081585205319680e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
498,-3.2694935330394412e+00,1.5481873822643958e+01,2.6095596291302562e+01,7.7360124921196531e+37,6.1016518440279758e-04,0.0000000000000000e+00,6.9999999999271631e-01,2.9797642534793533e-05,2.7997020236474878e-01,3.4416073257059478e-03,1.0081585205319685e-03,9.3604492797742118e-03,2.0994604783340915e-03,4.0903243956537593e-03
499,-3.2332059585375545e+00,1.5491866056048180e+01,2.6091760044409326e+01,7.7356622918302955e+37,6.2854251765005386e-04,0.0000000000000000e+00,6.9999999999198037e-01,2.9797643270781662e-05,2.7997020236474869e-01,3.4416073257059451e-03,1.0081585205319689e-03,9.3604492797742082e-03,2.0994604783340906e-03,4.0903243956537576e-03
500,-3.1969856963778267e+00,1.5501851438174902e+01,2.6087904863283530e+01,7.7352987946279743e+37,6.4732750905373261e-04,0.0000000000000000e+00,6.9999999999117301e-01,2.9797644078285486e-05,2.7997020236474861e-01,3.4416073257059496e-03,1.0081585205319694e-03,9.3604492797742064e-03,2.0994604783340902e-03,4.0903243956537567e-03
501,-3.1608348933120500e+00,1.5511829467830073e+01,2.6084031048101774e+01,7.7349216452545483e+37,6.6655377029061604e-04,0.0000000000000000e+00,6.9999999999028732e-01,2.9797644963912102e-05,2.7997020236474874e-01,3.4416073257059407e-03,1.0081585205319707e-03,9.3604492797742100e-03,2.0994604783340911e-03,4.0903243956537584e-03
