Unnamee: 0,lnd,lnT,lnR,L,dq,conv_vel,h1,he3,he4,c12,n14,o16,ne20,mg24
278,-1.0378832875092851e+01,1.3370025226509008e+01,2.6486220083766731e+01,7.7444231576140545e+37,3.2609478721951541e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
279,-1.0347484125313648e+01,1.3377679406298177e+01,2.6485446656271247e+01,7.7444231272431149e+37,1.8943044696351385e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
280,-1.0322157214803699e+01,1.3383929121953175e+01,2.6485010442850929e+01,7.7444231095473172e+37,2.4219655367107617e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
281,-1.0297289798630340e+01,1.3390062841700507e+01,2.6484465869018811e+01,7.7444230868591530e+37,1.9375724293682161e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
282,-1.0268792289573194e+01,1.3397159211301545e+01,2.6484040291194284e+01,7.7444230686626500e+37,3.2292873822803382e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
283,-1.0234413056347853e+01,1.3405715440628540e+01,2.6483349767706130e+01,7.7444230382407122e+37,3.2292873822803382e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
284,-1.0194972724980044e+01,1.3415616164510650e+01,2.6482681218918373e+01,7.7444230077066729e+37,4.5210023351924935e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
285,-1.0160241690504816e+01,1.3424287609709133e+01,2.6481779325089696e+01,7.7444229647580096e+37,2.5834299058242771e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
286,-1.0129872534734589e+01,1.3431974393908625e+01,2.6481280502115791e+01,7.7444229401106010e+37,3.8937168104456411e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
287,-1.0100421592404695e+01,1.3439399311589195e+01,2.6480549824384636e+01,7.7444229028084485e+37,2.5958112069637495e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
288,-1.0072029361984249e+01,1.3446633600705928e+01,2.6480075987403948e+01,7.7444228778371844e+37,3.8937168104456581e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
289,-1.0044487699413588e+01,1.3453624550202569e+01,2.6479383918875361e+01,7.7444228402130868e+37,2.5958112069637664e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
290,-1.0010119176206102e+01,1.3462484524687843e+01,2.6478934304245247e+01,7.7444228150285940e+37,5.8405752156684354e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
291,-9.9719186974672187e+00,1.3472246229509243e+01,2.6477954751585053e+01,7.7444227581000841e+37,3.9030048699475003e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
292,-9.9437260299358083e+00,1.3479509000231637e+01,2.6477323168259401e+01,7.7444227198515180e+37,3.5862685186619400e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
293,-9.9095027329280522e+00,1.3488410967658810e+01,2.6476757957916174e+01,7.7444226845743511e+37,5.8684393941740990e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
294,-9.8787169056511334e+00,1.3496357699579120e+01,2.6475862224920385e+01,7.7444226265610884e+37,2.9342196970870325e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
295,-9.8523596316170092e+00,1.3503256644730676e+01,2.6475427068336534e+01,7.7444225974105940e+37,4.8903661618117384e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
296,-9.8204336989210894e+00,1.3511606796232598e+01,2.6474719461724212e+01,7.7444225486157369e+37,4.9058462609815034e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
297,-9.7946419374209607e+00,1.3518355960367542e+01,2.6474030477966117e+01,7.7444224994190289e+37,3.2757242070442691e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
298,-9.7765443263452045e+00,1.3523113909264872e+01,2.6473581378437018e+01,7.7444224664335061e+37,2.6205793656354252e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
299,-9.7511345607253439e+00,1.3529860320740347e+01,2.6473228117515383e+01,7.7444224399680940e+37,5.8963035726796944e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
300,-9.7189263289409844e+00,1.3538379709955821e+01,2.6472451908825300e+01,7.7444223801643063e+37,5.2473553036060280e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
301,-9.6878896367323932e+00,1.3546643230002270e+01,2.6471781571124606e+01,7.7444223266522165e+37,5.9148932896823129e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
302,-9.6544468249830259e+00,1.3555582156965062e+01,2.6471047503793081e+01,7.7444222660150723e+37,6.5824312757595810e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
303,-9.6255510947534315e+00,1.3563304046384234e+01,2.6470255649414311e+01,7.7444221981337930e+37,4.6077018930317068e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
304,-9.6025098749848893e+00,1.3569502645632649e+01,2.6469716062364923e+01,7.7444221503722712e+37,4.6077018930317068e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
305,-9.5792434674838702e+00,1.3575783197950170e+01,2.6469187920726935e+01,7.7444221024105344e+37,4.9600606030729768e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
306,-9.5466401596853316e+00,1.3584660164983712e+01,2.6468631561840969e+01,7.7444220505591720e+37,8.9281090855313784e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
307,-9.5129390343803557e+00,1.3593780018082417e+01,2.6467660015915139e+01,7.7444219566195569e+37,5.9520727236875510e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
308,-9.4869651785083934e+00,1.3600865770986088e+01,2.6467032278821491e+01,7.7444218935720172e+37,5.9520727236876185e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
309,-9.4575956987890101e+00,1.3608924752337201e+01,2.6466419497359261e+01,7.7444218302102720e+37,7.9732798714399271e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
310,-9.4237882627750959e+00,1.3618216881389955e+01,2.6465620695776541e+01,7.7444217448513024e+37,8.6594098895318403e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
311,-9.3963062225101108e+00,1.3625760728024201e+01,2.6464779928316586e+01,7.7444216515202359e+37,5.3403085186421250e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
312,-9.3660468260522371e+00,1.3634184539808438e+01,2.6464274457931451e+01,7.7444215936577505e+37,1.0680617037284210e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
313,-9.3179186795252864e+00,1.3647634205030636e+01,2.6463291457385631e+01,7.7444214772298680e+37,1.6020925555926348e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
314,-9.2698451880234191e+00,1.3661007186423828e+01,2.6461881187802624e+01,7.7444213007675495e+37,1.2127292472447319e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
315,-9.2369555927897852e+00,1.3670202955072141e+01,2.6460860049867460e+01,7.7444211658691344e+37,8.0848616482982365e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
316,-9.2100322630319269e+00,1.3677796681946234e+01,2.6460199653155451e+01,7.7444210752868967e+37,9.0954693543354654e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
317,-9.1793865072807907e+00,1.3686478250329756e+01,2.6459474938446243e+01,7.7444209727811790e+37,1.1153885344238507e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
318,-9.1511769799772828e+00,1.3694461076124060e+01,2.6458610978223942e+01,7.7444208462401551e+37,8.1220622261266584e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
319,-9.1281353467281274e+00,1.3701022423422211e+01,2.6457998000289202e+01,7.7444207535167848e+37,8.1344624187381082e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
320,-9.0983512561776169e+00,1.3709573057717741e+01,2.6457396976882945e+01,7.7444206601869041e+37,1.3598771339925324e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
321,-9.0729671496186625e+00,1.3716803650461435e+01,2.6456419389901548e+01,7.7444205031280679e+37,5.4673840861120295e-07,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
322,-9.0518286387027906e+00,1.3722913619869994e+01,2.6456035419054129e+01,7.7444204396383824e+37,1.0934768172224154e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
323,-9.0227188767608268e+00,1.3731324716250707e+01,2.6455282256677961e+01,7.7444203120540393e+37,1.2313229006311219e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
324,-8.9929336563953938e+00,1.3739954805214462e+01,2.6454456528088692e+01,7.7444201674205217e+37,1.2322520856358514e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138503e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
325,-8.9641381551415602e+00,1.3748332716214690e+01,2.6453652463213117e+01,7.7444200217288274e+37,1.2356590081166021e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138508e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
326,-8.9384803355122386e+00,1.3755813659634945e+01,2.6452867191766569e+01,7.7444198746937695e+37,1.0353940442317393e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138508e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
327,-8.9157748444676894e+00,1.3762465835636077e+01,2.6452224483244415e+01,7.7444197507404419e+37,1.0353940442317393e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138508e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
328,-8.8914522318619564e+00,1.3769625605239366e+01,2.6451595003226437e+01,7.7444196261477884e+37,1.2486787035911774e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138512e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
329,-8.8656334725357606e+00,1.3777237563751123e+01,2.6450852569810217e+01,7.7444194750450607e+37,1.2486787035911774e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138512e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
330,-8.8391976632085373e+00,1.3785062503700089e+01,2.6450127465334740e+01,7.7444193229658102e+37,1.3908684764974694e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138512e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
331,-8.8069195595684757e+00,1.3794675624877303e+01,2.6449339075607922e+01,7.7444191524352756e+37,1.9521985530882751e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138512e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
332,-8.7756504400616428e+00,1.3803956328618249e+01,2.6448264655563629e+01,7.7444189111982657e+37,1.4033251914770110e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138515e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
333,-8.7503991662920768e+00,1.3811497927559592e+01,2.6447514040231423e+01,7.7444187363863017e+37,1.4033251914770110e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138526e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
334,-8.7282791985659784e+00,1.3818110720830611e+01,2.6446780510400111e+01,7.7444185604374746e+37,1.1251574304820419e-06,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138526e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
